field_1,key,scientificName,issues,datasetKey,publishingOrgKey,networkKeys,installationKey,hostingOrganizationKey,publishingCountry,protocol,lastCrawled,lastParsed,crawlId,basisOfRecord,occurrenceStatus,taxonKey,kingdomKey,phylumKey,classKey,orderKey,familyKey,genusKey,speciesKey,acceptedTaxonKey,acceptedScientificName,kingdom,phylum,order,family,genus,species,genericName,specificEpithet,taxonRank,taxonomicStatus,iucnRedListCategory,elevation,continent,stateProvince,year,month,day,eventDate,startDayOfYear,endDayOfYear,lastInterpreted,license,isSequenced,identifier,facts,relations,institutionKey,collectionKey,isInCluster,datasetID,datasetName,geodeticDatum,class,countryCode,recordedByIDs,identifiedByIDs,gbifRegion,country,publishedByGbifRegion,rightsHolder,recordNumber,identifier.1,nomenclaturalCode,locality,gbifID,language,collectionCode,occurrenceID,type,taxonID,catalogNumber,vernacularName,organismID,institutionCode,ownerInstitutionCode,accessRights,collectionID,name,lifeStage,habitat,individualCount,elevationAccuracy,recordedBy,preparations,institutionID,verbatimEventDate,municipality,county,verbatimCoordinateSystem,disposition,eventTime,dateIdentified,coordinateUncertaintyInMeters,modified,references,identifiedBy,http...unknown.org.nick,informationWithheld,verbatimLocality,http...unknown.org.captive_cultivated,occurrenceRemarks,identificationID,sex,identifiedByIDs.type,identifiedByIDs.value,dynamicProperties,vitality,higherGeography,georeferencedDate,georeferenceProtocol,georeferenceVerificationStatus,georeferenceSources,georeferenceRemarks,coordinatePrecision,georeferencedBy,otherCatalogNumbers,fieldNumber,higherGeographyID,identificationRemarks,verbatimElevation,higherClassification,projectId,establishmentMeans,locationRemarks,recordedByIDs.type,recordedByIDs.value,organismQuantity,organismQuantityType,bibliographicCitation,locationAccordingTo,previousIdentifications,waterBody,distanceFromCentroidInMeters,http...unknown.org.license,parentNameUsage,materialEntityID,source,GID_1,GID_0,COUNTRY_1,NAME_1,VARNAME_1,NL_NAME_1,TYPE_1,ENGTYPE_1,CC_1,HASC_1,ISO_1,x,y
123,543716004,"Atelopus ignescens (Cornalia, 1849)",cdround,cece4fc2-1fec-4bb5-a335-7252548e3f0b,66522820-055c-11d8-b84e-b8a03c50a862,99d66b6c-9087-452f-a9d4-f15f2c2d0e7e,a43950ae-eb88-4ef4-bfff-43bcf12885ad,66522820-055c-11d8-b84e-b8a03c50a862,US,EML,2025-11-18T14:08:07.036+00:00,2025-11-25T14:49:23.585+00:00,431,PRESERVED_SPECIMEN,PRESENT,5216669,1,44,131,952,6727,2422265,5216669,5216669,"Atelopus ignescens (Cornalia, 1849)",Animalia,Chordata,Anura,Bufonidae,Atelopus,Atelopus ignescens,Atelopus,ignescens,SPECIES,ACCEPTED,CR,2987.05,SOUTH_AMERICA,Imbabura Prov.,1944,6,10,10/06/1944,162,162,2025-11-25T14:49:23.585+00:00,http://creativecommons.org/publicdomain/zero/1.0/legalcode,FALSE,urn:catalog:CAS:SUA:9485,none,none,d2a27206-87ab-47ea-b5fc-d2e57054b688,ba09c323-3cf8-4e82-900f-23f2bdb46f17,FALSE,NA,NA,WGS84,Amphibia,ECU,none,none,LATIN_AMERICA,Ecuador,NORTH_AMERICA,NA,NA,urn:catalog:CAS:SUA:9485,NA,La Floresta,543716004,NA,SUA,urn:catalog:CAS:SUA:9485,NA,NA,9485,NA,NA,CAS,NA,NA,http://grscicoll.org/institutional-collection/herpetology-0,"Atelopus ignescens (Cornalia, 1849)",NA,"On fallen logs, swampy swale.",NA,NA,I.L. Wiggins,Alcohol,http://grbio.org/institution/california-academy-sciences,10-Jun-44,NA,NA,NA,NA,NA,1991-03-28T00:00:00,NA,2024-01-04T14:21:00.000+00:00,NA,E. Samec,NA,NA,"La Floresta, Imbabara Prov., Ecuador, on fallen logs, swampy swale, alt. 9800 ft.",NA,NA,NA,NA,NA,NA,NA,NA,South America; Ecuador; Imbabura Prov.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9800 ft,Animalia; Chordata; Amphibia; Anura; Bufonidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gbif,ECU.11_1,ECU,Ecuador,Imbabura,NA,NA,Provincia,Province,10,EC.IM,EC-I,-78.451514,0.384275
124,543716011,"Atelopus ignescens (Cornalia, 1849)",,cece4fc2-1fec-4bb5-a335-7252548e3f0b,66522820-055c-11d8-b84e-b8a03c50a862,99d66b6c-9087-452f-a9d4-f15f2c2d0e7e,a43950ae-eb88-4ef4-bfff-43bcf12885ad,66522820-055c-11d8-b84e-b8a03c50a862,US,EML,2025-11-18T14:08:07.036+00:00,2025-11-25T14:49:23.604+00:00,431,PRESERVED_SPECIMEN,PRESENT,5216669,1,44,131,952,6727,2422265,5216669,5216669,"Atelopus ignescens (Cornalia, 1849)",Animalia,Chordata,Anura,Bufonidae,Atelopus,Atelopus ignescens,Atelopus,ignescens,SPECIES,ACCEPTED,CR,3444.25,SOUTH_AMERICA,Imbabura Prov.,1944,6,20,20/06/1944,172,172,2025-11-25T14:49:23.604+00:00,http://creativecommons.org/publicdomain/zero/1.0/legalcode,FALSE,urn:catalog:CAS:SUA:9491,none,none,d2a27206-87ab-47ea-b5fc-d2e57054b688,ba09c323-3cf8-4e82-900f-23f2bdb46f17,FALSE,NA,NA,WGS84,Amphibia,ECU,none,none,LATIN_AMERICA,Ecuador,NORTH_AMERICA,NA,NA,urn:catalog:CAS:SUA:9491,NA,"San Miguel, edge of Paramo, NW of Atuntaqui",543716011,NA,SUA,urn:catalog:CAS:SUA:9491,NA,NA,9491,NA,NA,CAS,NA,NA,http://grscicoll.org/institutional-collection/herpetology-0,"Atelopus ignescens (Cornalia, 1849)",NA,NA,NA,NA,I.L. Wiggins,Alcohol,http://grbio.org/institution/california-academy-sciences,20-Jun-44,NA,NA,DMS,NA,NA,NA,12615,2024-01-04T14:21:00.000+00:00,NA,NA,NA,NA,"San Miguel, edge of Paramo, NW. of Atuntaqui, Imbabara Prov. Ecuador, alt. 11,300 ft.",NA,NA,NA,NA,NA,NA,NA,NA,South America; Ecuador; Imbabura Prov.,NA,NA,NA,Calle.com (presently fallingrain.com),Error encompasses 10 km around Atuntaqui,NA,NA,NA,NA,NA,NA,11300 ft,Animalia; Chordata; Amphibia; Anura; Bufonidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gbif,ECU.11_1,ECU,Ecuador,Imbabura,NA,NA,Provincia,Province,10,EC.IM,EC-I,-78.2167,0.3333
125,543714662,"Atelopus ignescens (Cornalia, 1849)","cdround,gass84,gdativ",cece4fc2-1fec-4bb5-a335-7252548e3f0b,66522820-055c-11d8-b84e-b8a03c50a862,99d66b6c-9087-452f-a9d4-f15f2c2d0e7e,a43950ae-eb88-4ef4-bfff-43bcf12885ad,66522820-055c-11d8-b84e-b8a03c50a862,US,EML,2025-11-18T14:08:07.036+00:00,2025-11-25T14:49:34.057+00:00,431,PRESERVED_SPECIMEN,PRESENT,5216669,1,44,131,952,6727,2422265,5216669,5216669,"Atelopus ignescens (Cornalia, 1849)",Animalia,Chordata,Anura,Bufonidae,Atelopus,Atelopus ignescens,Atelopus,ignescens,SPECIES,ACCEPTED,CR,3002.29,SOUTH_AMERICA,Pichincha Prov.,1944,7,21,21/07/1944,203,203,2025-11-25T14:49:34.057+00:00,http://creativecommons.org/publicdomain/zero/1.0/legalcode,FALSE,urn:catalog:CAS:SUA:8277,none,none,d2a27206-87ab-47ea-b5fc-d2e57054b688,ba09c323-3cf8-4e82-900f-23f2bdb46f17,FALSE,NA,NA,WGS84,Amphibia,ECU,none,none,LATIN_AMERICA,Ecuador,NORTH_AMERICA,NA,NA,urn:catalog:CAS:SUA:8277,NA,25-30 km SW of Cayambe,543714662,NA,SUA,urn:catalog:CAS:SUA:8277,NA,NA,8277,NA,NA,CAS,NA,NA,http://grscicoll.org/institutional-collection/herpetology-0,"Atelopus ignescens (Cornalia, 1849)",NA,Boggy place on ridge.,NA,NA,I.L. Wiggins,Alcohol,http://grbio.org/institution/california-academy-sciences,21-Jul-44,NA,NA,DMS,NA,NA,1956-08-19T00:00:00,29682,2024-01-04T14:21:00.000+00:00,NA,J.A. Peters,NA,NA,"25-30 km. Southwest of Cayambe, Ecuador  alt. 9850 ft.",NA,NA,NA,NA,NA,NA,NA,NA,South America; Ecuador; Pichincha Prov.,NA,NA,NA,"Map SA17-4 (Quito) map 1:250,000. IGM Ecuador","Assumed 27.5 km SW on rd to Quito, error encompasses distance uncertanty",NA,NA,NA,NA,NA,NA,9850 ft,Animalia; Chordata; Amphibia; Anura; Bufonidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gbif,ECU.19_1,ECU,Ecuador,Pichincha,NA,NA,Provincia,Province,17,EC.PI,EC-P,-78.339167,-0.045278
126,543716018,"Atelopus ignescens (Cornalia, 1849)",cdround,cece4fc2-1fec-4bb5-a335-7252548e3f0b,66522820-055c-11d8-b84e-b8a03c50a862,99d66b6c-9087-452f-a9d4-f15f2c2d0e7e,a43950ae-eb88-4ef4-bfff-43bcf12885ad,66522820-055c-11d8-b84e-b8a03c50a862,US,EML,2025-11-18T14:08:07.036+00:00,2025-11-25T14:49:31.275+00:00,431,PRESERVED_SPECIMEN,PRESENT,5216669,1,44,131,952,6727,2422265,5216669,5216669,"Atelopus ignescens (Cornalia, 1849)",Animalia,Chordata,Anura,Bufonidae,Atelopus,Atelopus ignescens,Atelopus,ignescens,SPECIES,ACCEPTED,CR,NA,SOUTH_AMERICA,Chimborazo Prov.,1944,9,15,15/09/1944,259,259,2025-11-25T14:49:31.275+00:00,http://creativecommons.org/publicdomain/zero/1.0/legalcode,FALSE,urn:catalog:CAS:SUA:9498,none,none,d2a27206-87ab-47ea-b5fc-d2e57054b688,ba09c323-3cf8-4e82-900f-23f2bdb46f17,FALSE,NA,NA,WGS84,Amphibia,ECU,none,none,LATIN_AMERICA,Ecuador,NORTH_AMERICA,NA,NA,urn:catalog:CAS:SUA:9498,NA,Hacienda Joyagski,543716018,NA,SUA,urn:catalog:CAS:SUA:9498,NA,NA,9498,NA,NA,CAS,NA,NA,http://grscicoll.org/institutional-collection/herpetology-0,"Atelopus ignescens (Cornalia, 1849)",NA,Rotting logs in cienega.,NA,NA,I.L. Wiggins,Alcohol,http://grbio.org/institution/california-academy-sciences,15-Sep-44,NA,NA,NA,NA,NA,1956-08-19T00:00:00,NA,2024-01-04T14:21:00.000+00:00,NA,J.A. Peters,NA,NA,"Hacienda Joyagski, southern Chimborazo Prov. Ecuador; alt. 9400 ft. Under rotting logs in cienega.",NA,NA,NA,NA,NA,NA,NA,NA,South America; Ecuador; Chimborazo Prov.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Animalia; Chordata; Amphibia; Anura; Bufonidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gbif,ECU.5_1,ECU,Ecuador,Chimborazo,NA,NA,Provincia,Province,6,EC.CB,EC-H,-78.679647,-1.937247
127,543715992,"Atelopus ignescens (Cornalia, 1849)","cdround,gass84,gdativ",cece4fc2-1fec-4bb5-a335-7252548e3f0b,66522820-055c-11d8-b84e-b8a03c50a862,99d66b6c-9087-452f-a9d4-f15f2c2d0e7e,a43950ae-eb88-4ef4-bfff-43bcf12885ad,66522820-055c-11d8-b84e-b8a03c50a862,US,EML,2025-11-18T14:08:07.036+00:00,2025-11-25T14:49:17.837+00:00,431,PRESERVED_SPECIMEN,PRESENT,5216669,1,44,131,952,6727,2422265,5216669,5216669,"Atelopus ignescens (Cornalia, 1849)",Animalia,Chordata,Anura,Bufonidae,Atelopus,Atelopus ignescens,Atelopus,ignescens,SPECIES,ACCEPTED,CR,3352.81,SOUTH_AMERICA,Pichincha Prov.,1944,11,5,05/11/1944,310,310,2025-11-25T14:49:17.837+00:00,http://creativecommons.org/publicdomain/zero/1.0/legalcode,FALSE,urn:catalog:CAS:SUA:9474,none,none,d2a27206-87ab-47ea-b5fc-d2e57054b688,ba09c323-3cf8-4e82-900f-23f2bdb46f17,FALSE,NA,NA,WGS84,Amphibia,ECU,none,none,LATIN_AMERICA,Ecuador,NORTH_AMERICA,NA,NA,urn:catalog:CAS:SUA:9474,NA,"near Quito, Pichincha Peak",543715992,NA,SUA,urn:catalog:CAS:SUA:9474,NA,NA,9474,NA,NA,CAS,NA,NA,http://grscicoll.org/institutional-collection/herpetology-0,"Atelopus ignescens (Cornalia, 1849)",NA,NA,NA,NA,J. Ewan,Alcohol,http://grbio.org/institution/california-academy-sciences,05-Nov-44,NA,NA,DMS,NA,NA,1951-08-01T00:00:00,8294,2024-01-04T14:21:00.000+00:00,NA,J.W. Funkhouser,NA,NA,"Pichincha Prov., Ecuador; Pichincha Peak, near Quito, altitude 11,000 ft.",NA,NA,NA,NA,NA,NA,NA,NA,South America; Ecuador; Pichincha Prov.,NA,NA,NA,"Map SA17-4 (Quito) map 1:250,000. IGM Ecuador",NA,NA,NA,NA,NA,NA,NA,11000 ft,Animalia; Chordata; Amphibia; Anura; Bufonidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gbif,ECU.19_1,ECU,Ecuador,Pichincha,NA,NA,Provincia,Province,17,EC.PI,EC-P,-78.564167,-0.158056
128,543711048,"Atelopus ignescens (Cornalia, 1849)",cdround,cece4fc2-1fec-4bb5-a335-7252548e3f0b,66522820-055c-11d8-b84e-b8a03c50a862,99d66b6c-9087-452f-a9d4-f15f2c2d0e7e,a43950ae-eb88-4ef4-bfff-43bcf12885ad,66522820-055c-11d8-b84e-b8a03c50a862,US,EML,2025-11-18T14:08:07.036+00:00,2025-11-25T14:49:34.956+00:00,431,PRESERVED_SPECIMEN,PRESENT,5216669,1,44,131,952,6727,2422265,5216669,5216669,"Atelopus ignescens (Cornalia, 1849)",Animalia,Chordata,Anura,Bufonidae,Atelopus,Atelopus ignescens,Atelopus,ignescens,SPECIES,ACCEPTED,CR,4350,SOUTH_AMERICA,Chimborazo Prov.,1939,7,4,04/07/1939,185,185,2025-11-25T14:49:34.956+00:00,http://creativecommons.org/publicdomain/zero/1.0/legalcode,FALSE,urn:catalog:CAS:SUA:5023,none,none,d2a27206-87ab-47ea-b5fc-d2e57054b688,ba09c323-3cf8-4e82-900f-23f2bdb46f17,FALSE,NA,NA,WGS84,Amphibia,ECU,none,none,LATIN_AMERICA,Ecuador,NORTH_AMERICA,NA,NA,urn:catalog:CAS:SUA:5023,NA,"near Riobamba, Paramo de Tililac",543711048,NA,SUA,urn:catalog:CAS:SUA:5023,NA,NA,5023,NA,NA,CAS,NA,NA,http://grscicoll.org/institutional-collection/herpetology-0,"Atelopus ignescens (Cornalia, 1849)",NA,NA,NA,150,W. Clarke-Macintyre,Alcohol,http://grbio.org/institution/california-academy-sciences,04-Jul-39,NA,NA,DMS,NA,NA,1951-08-01T00:00:00,25115,2024-01-04T14:21:00.000+00:00,NA,J.W. Funkhouser,NA,NA,"Paramo de Tililac, near Riobamba, Ecuador. Elev. 4200 to 4500 meters",NA,NA,NA,NA,NA,NA,NA,NA,South America; Ecuador; Chimborazo Prov.,NA,NA,NA,Geonames Query Page (gnswww.nga.mil/geonames/GNS/index.jsp),Coordinates for Tililag (paramo not found); error encompasses 15 km around Tililag,NA,NA,NA,NA,NA,NA,4200-4500 m,Animalia; Chordata; Amphibia; Anura; Bufonidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gbif,ECU.5_1,ECU,Ecuador,Chimborazo,NA,NA,Provincia,Province,6,EC.CB,EC-H,-78.866667,-1.6
129,1987180449,"Atelopus ignescens (Cornalia, 1849)","cdc,conti",8e479b8f-ac16-4bed-a11a-bc7e27c31663,6ea87510-0561-11d8-b851-b8a03c50a862,"8e30b684-6a54-4aba-aa73-66201c2c736e,99d66b6c-9087-452f-a9d4-f15f2c2d0e7e",cfbb523a-883c-48db-8258-dcfe32b11d64,a5486e02-d249-4809-9273-deac47fb11e0,US,EML,2026-02-02T21:21:58.032+00:00,2026-02-02T22:12:46.441+00:00,475,PRESERVED_SPECIMEN,PRESENT,5216669,1,44,131,952,6727,2422265,5216669,5216669,"Atelopus ignescens (Cornalia, 1849)",Animalia,Chordata,Anura,Bufonidae,Atelopus,Atelopus ignescens,Atelopus,ignescens,SPECIES,ACCEPTED,CR,NA,SOUTH_AMERICA,Tungurahua,1939,7,4,04/07/1939,185,185,2026-02-02T22:12:46.441+00:00,http://creativecommons.org/licenses/by/4.0/legalcode,FALSE,c2205369-17e9-48a6-b8a5-2e6e4c8288e8,none,none,2a508411-2acd-45df-8a8b-00094ac65f87,93b0c64c-ff9d-429b-81ca-ad651820ce66,FALSE,NA,"University of Michigan Museum of Zoology, Division of Reptiles & Amphibians",WGS84,Amphibia,ECU,none,none,LATIN_AMERICA,Ecuador,NORTH_AMERICA,The Regents of the University of Michigan,NA,c2205369-17e9-48a6-b8a5-2e6e4c8288e8,NA,4200 M ZILILAC NEAR RIOBAMBA,1987180449,en,Herps,c2205369-17e9-48a6-b8a5-2e6e4c8288e8,PhysicalObject,NA,92156,NA,NA,UMMZ,NA,NA,NA,"Atelopus ignescens (Cornalia, 1849)",NA,NA,11,NA,WM CLARK MCINTYRE,FLUID - 11,http://grbio.org/cool/ra64-3eva,NA,NA,NA,NA,in collection,NA,NA,3036,2016-12-22T23:07:09.000+00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ECUADOR, TUNGURAHUA",03/05/2016,Geolocate Web,NA,NA,NA,NA,Helen Huetteman,NA,NA,NA,NA,NA,NA,NA,NA,MARKER AT RIOBAMBA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gbif,ECU.5_1,ECU,Ecuador,Chimborazo,NA,NA,Provincia,Province,6,EC.CB,EC-H,-78.647124,-1.670984
130,1317308334,"Atelopus ignescens (Cornalia, 1849)",osiic,821cc27a-e3bb-4bc5-ac34-89ada245069d,bc092ff0-02e4-11dc-991f-b8a03c50a862,99d66b6c-9087-452f-a9d4-f15f2c2d0e7e,b2ff19b5-d74f-40d2-82f1-ec5db01e8e31,bc092ff0-02e4-11dc-991f-b8a03c50a862,US,EML,2026-02-02T11:12:59.046+00:00,2026-02-04T16:42:35.595+00:00,493,PRESERVED_SPECIMEN,PRESENT,5216669,1,44,131,952,6727,2422265,5216669,5216669,"Atelopus ignescens (Cornalia, 1849)",Animalia,Chordata,Anura,Bufonidae,Atelopus,Atelopus ignescens,Atelopus,ignescens,SPECIES,ACCEPTED,CR,4000,SOUTH_AMERICA,Chimborazo Province,1937,7,10,10/07/1937,191,191,2026-02-04T16:42:35.595+00:00,http://creativecommons.org/publicdomain/zero/1.0/legalcode,FALSE,http://n2t.net/ark:/65665/304b0576c-ce97-45ef-a872-e442f01a8909,none,none,586ee56e-b0fe-4dff-b7f9-aeb104f3308a,f34f47db-05bd-4cb7-9d43-691f029b68cc,FALSE,NA,NMNH Extant Biology,WGS84,Amphibia,ECU,none,none,LATIN_AMERICA,Ecuador,NORTH_AMERICA,NA,NA,http://n2t.net/ark:/65665/304b0576c-ce97-45ef-a872-e442f01a8909,NA,Mount Chimborazo,1317308334,NA,HERP,http://n2t.net/ark:/65665/304b0576c-ce97-45ef-a872-e442f01a8909,NA,NA,USNM 103262,NA,NA,USNM,NA,NA,urn:uuid:cc104cbf-fd8e-4801-9b71-36731a7db1a0,"Atelopus ignescens (Cornalia, 1849)",NA,NA,1,0,NA,Ethanol,urn:lsid:biocol.org:col:34871,10-Jul-37,NA,NA,NA,NA,NA,NA,6615,2023-07-05T15:10:00.000+00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America, Ecuador, Chimborazo Province",NA,"Alexandria Digital Library, MaNIS/HerpNET/ORNIS Georeferencing Guidelines",NA,NA,Locality extent = 4,NA,NA,NA,NA,NA,NA,4000 m,"Animalia, Chordata, Vertebrata, Amphibia, Anura, Bufonidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gbif,ECU.5_1,ECU,Ecuador,Chimborazo,NA,NA,Provincia,Province,6,EC.CB,EC-H,-78.7964,-1.48306
131,1987112623,"Atelopus ignescens (Cornalia, 1849)","cdc,conti",8e479b8f-ac16-4bed-a11a-bc7e27c31663,6ea87510-0561-11d8-b851-b8a03c50a862,"8e30b684-6a54-4aba-aa73-66201c2c736e,99d66b6c-9087-452f-a9d4-f15f2c2d0e7e",cfbb523a-883c-48db-8258-dcfe32b11d64,a5486e02-d249-4809-9273-deac47fb11e0,US,EML,2026-02-02T21:21:58.032+00:00,2026-02-02T22:12:25.900+00:00,475,PRESERVED_SPECIMEN,PRESENT,5216669,1,44,131,952,6727,2422265,5216669,5216669,"Atelopus ignescens (Cornalia, 1849)",Animalia,Chordata,Anura,Bufonidae,Atelopus,Atelopus ignescens,Atelopus,ignescens,SPECIES,ACCEPTED,CR,NA,SOUTH_AMERICA,Pichincha,1934,3,10,10/03/1934,69,69,2026-02-02T22:12:25.900+00:00,http://creativecommons.org/licenses/by/4.0/legalcode,FALSE,6d5afc3f-e77e-4994-9bf1-18bef950b6cc,none,none,2a508411-2acd-45df-8a8b-00094ac65f87,93b0c64c-ff9d-429b-81ca-ad651820ce66,FALSE,NA,"University of Michigan Museum of Zoology, Division of Reptiles & Amphibians",WGS84,Amphibia,ECU,none,none,LATIN_AMERICA,Ecuador,NORTH_AMERICA,The Regents of the University of Michigan,NA,6d5afc3f-e77e-4994-9bf1-18bef950b6cc,NA,2800 MTS GUACHALA NEAR CAYAMBE PICHINCHA,1987112623,en,Herps,6d5afc3f-e77e-4994-9bf1-18bef950b6cc,PhysicalObject,NA,83667,NA,NA,UMMZ,NA,NA,NA,"Atelopus ignescens (Cornalia, 1849)",NA,NA,16,NA,PHILIP HERSCHKOVITZ,FLUID - 16,http://grbio.org/cool/ra64-3eva,NA,NA,NA,NA,in collection,NA,NA,3036,2016-12-23T01:46:25.000+00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ECUADOR, PICHINCHA",03/05/2016,Geolocate Web,NA,NA,NA,NA,Helen Huetteman,NA,108-09.113-123,NA,NA,NA,NA,NA,NA,CHOSE MARKER AT GUACHALA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gbif,ECU.19_1,ECU,Ecuador,Pichincha,NA,NA,Provincia,Province,17,EC.PI,EC-P,-78.182403,-0.00522
132,1987130691,"Atelopus ignescens (Cornalia, 1849)","cdc,conti",8e479b8f-ac16-4bed-a11a-bc7e27c31663,6ea87510-0561-11d8-b851-b8a03c50a862,"8e30b684-6a54-4aba-aa73-66201c2c736e,99d66b6c-9087-452f-a9d4-f15f2c2d0e7e",cfbb523a-883c-48db-8258-dcfe32b11d64,a5486e02-d249-4809-9273-deac47fb11e0,US,EML,2026-02-02T21:21:58.032+00:00,2026-02-02T22:12:34.701+00:00,475,PRESERVED_SPECIMEN,PRESENT,5216669,1,44,131,952,6727,2422265,5216669,5216669,"Atelopus ignescens (Cornalia, 1849)",Animalia,Chordata,Anura,Bufonidae,Atelopus,Atelopus ignescens,Atelopus,ignescens,SPECIES,ACCEPTED,CR,NA,SOUTH_AMERICA,Imbabura,1934,5,17,17/05/1934,137,137,2026-02-02T22:12:34.701+00:00,http://creativecommons.org/licenses/by/4.0/legalcode,FALSE,80e7f85c-aa8f-4f9f-ad6f-1baab8560e00,none,none,2a508411-2acd-45df-8a8b-00094ac65f87,93b0c64c-ff9d-429b-81ca-ad651820ce66,FALSE,NA,"University of Michigan Museum of Zoology, Division of Reptiles & Amphibians",WGS84,Amphibia,ECU,none,none,LATIN_AMERICA,Ecuador,NORTH_AMERICA,The Regents of the University of Michigan,NA,80e7f85c-aa8f-4f9f-ad6f-1baab8560e00,NA,2600 M OTOVALO OTOVALO IMBABURA,1987130691,en,Herps,80e7f85c-aa8f-4f9f-ad6f-1baab8560e00,PhysicalObject,NA,83669,NA,NA,UMMZ,NA,NA,NA,"Atelopus ignescens (Cornalia, 1849)",NA,NA,10,NA,PHILIP HERSCHKOVITZ,FLUID - 10,http://grbio.org/cool/ra64-3eva,NA,NA,NA,NA,in collection,NA,NA,3036,2016-12-23T01:46:22.000+00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ECUADOR, IMBABURA",03/05/2016,Geolocate Web,NA,NA,NA,NA,Helen Huetteman,NA,165-6.168.170.172-4.176.178-9,NA,NA,NA,NA,NA,NA,CHOSE MARKER AT OTOVALO (ALSO KNOWN AS OTAVALO),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gbif,ECU.11_1,ECU,Ecuador,Imbabura,NA,NA,Provincia,Province,10,EC.IM,EC-I,-78.259784,0.231408
133,1318186291,"Atelopus ignescens (Cornalia, 1849)",osiic,821cc27a-e3bb-4bc5-ac34-89ada245069d,bc092ff0-02e4-11dc-991f-b8a03c50a862,99d66b6c-9087-452f-a9d4-f15f2c2d0e7e,b2ff19b5-d74f-40d2-82f1-ec5db01e8e31,bc092ff0-02e4-11dc-991f-b8a03c50a862,US,EML,2026-02-02T11:12:59.046+00:00,2026-02-04T16:44:53.623+00:00,493,PRESERVED_SPECIMEN,PRESENT,5216669,1,44,131,952,6727,2422265,5216669,5216669,"Atelopus ignescens (Cornalia, 1849)",Animalia,Chordata,Anura,Bufonidae,Atelopus,Atelopus ignescens,Atelopus,ignescens,SPECIES,ACCEPTED,CR,3048,SOUTH_AMERICA,Chimborazo Province,1903,10,10,10/10/1903,283,283,2026-02-04T16:44:53.623+00:00,http://creativecommons.org/publicdomain/zero/1.0/legalcode,FALSE,http://n2t.net/ark:/65665/32b80d4f3-47cf-4c8e-968b-c3db0ae5aaed,none,none,586ee56e-b0fe-4dff-b7f9-aeb104f3308a,f34f47db-05bd-4cb7-9d43-691f029b68cc,FALSE,NA,NMNH Extant Biology,WGS84,Amphibia,ECU,none,none,LATIN_AMERICA,Ecuador,NORTH_AMERICA,NA,NA,http://n2t.net/ark:/65665/32b80d4f3-47cf-4c8e-968b-c3db0ae5aaed,NA,Guamote,1318186291,NA,HERP,http://n2t.net/ark:/65665/32b80d4f3-47cf-4c8e-968b-c3db0ae5aaed,NA,NA,USNM 33868,NA,NA,USNM,NA,NA,urn:uuid:cc104cbf-fd8e-4801-9b71-36731a7db1a0,"Atelopus ignescens (Cornalia, 1849)",NA,NA,1,0,NA,Ethanol,urn:lsid:biocol.org:col:34871,10-Oct-03,NA,NA,NA,NA,NA,NA,5615,2023-07-05T15:10:00.000+00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America, Ecuador, Chimborazo Province",NA,"Alexandria Digital Library, MaNIS/HerpNET/ORNIS Georeferencing Guidelines",NA,NA,Locality extent = 3,NA,NA,NA,NA,NA,NA,10000 ft,"Animalia, Chordata, Vertebrata, Amphibia, Anura, Bufonidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gbif,ECU.5_1,ECU,Ecuador,Chimborazo,NA,NA,Provincia,Province,6,EC.CB,EC-H,-78.7167,-1.93333
