field_1,key,scientificName,issues,datasetKey,publishingOrgKey,networkKeys,installationKey,hostingOrganizationKey,publishingCountry,protocol,lastCrawled,lastParsed,crawlId,basisOfRecord,occurrenceStatus,taxonKey,kingdomKey,phylumKey,classKey,orderKey,familyKey,genusKey,speciesKey,acceptedTaxonKey,acceptedScientificName,kingdom,phylum,order,family,genus,species,genericName,specificEpithet,taxonRank,taxonomicStatus,iucnRedListCategory,elevation,continent,stateProvince,year,month,day,eventDate,startDayOfYear,endDayOfYear,lastInterpreted,license,isSequenced,identifier,facts,relations,institutionKey,collectionKey,isInCluster,datasetID,datasetName,geodeticDatum,class,countryCode,recordedByIDs,identifiedByIDs,gbifRegion,country,publishedByGbifRegion,rightsHolder,recordNumber,identifier.1,nomenclaturalCode,locality,gbifID,language,collectionCode,occurrenceID,type,taxonID,catalogNumber,vernacularName,organismID,institutionCode,ownerInstitutionCode,accessRights,collectionID,name,lifeStage,habitat,individualCount,elevationAccuracy,recordedBy,preparations,institutionID,verbatimEventDate,municipality,county,verbatimCoordinateSystem,disposition,eventTime,dateIdentified,coordinateUncertaintyInMeters,modified,references,identifiedBy,http...unknown.org.nick,informationWithheld,verbatimLocality,http...unknown.org.captive_cultivated,occurrenceRemarks,identificationID,sex,identifiedByIDs.type,identifiedByIDs.value,dynamicProperties,vitality,higherGeography,georeferencedDate,georeferenceProtocol,georeferenceVerificationStatus,georeferenceSources,georeferenceRemarks,coordinatePrecision,georeferencedBy,otherCatalogNumbers,fieldNumber,higherGeographyID,identificationRemarks,verbatimElevation,higherClassification,projectId,establishmentMeans,locationRemarks,recordedByIDs.type,recordedByIDs.value,organismQuantity,organismQuantityType,bibliographicCitation,locationAccordingTo,previousIdentifications,waterBody,distanceFromCentroidInMeters,http...unknown.org.license,parentNameUsage,materialEntityID,source,GID_1,GID_0,COUNTRY_1,NAME_1,VARNAME_1,NL_NAME_1,TYPE_1,ENGTYPE_1,CC_1,HASC_1,ISO_1,x,y
113,1318378124,"Atelopus ignescens (Cornalia, 1849)",osiic,821cc27a-e3bb-4bc5-ac34-89ada245069d,bc092ff0-02e4-11dc-991f-b8a03c50a862,99d66b6c-9087-452f-a9d4-f15f2c2d0e7e,b2ff19b5-d74f-40d2-82f1-ec5db01e8e31,bc092ff0-02e4-11dc-991f-b8a03c50a862,US,EML,2026-02-02T11:12:59.046+00:00,2026-02-04T16:42:43.437+00:00,493,PRESERVED_SPECIMEN,PRESENT,5216669,1,44,131,952,6727,2422265,5216669,5216669,"Atelopus ignescens (Cornalia, 1849)",Animalia,Chordata,Anura,Bufonidae,Atelopus,Atelopus ignescens,Atelopus,ignescens,SPECIES,ACCEPTED,CR,3200,SOUTH_AMERICA,Pichincha,1959,2,1,01/02/1959,32,32,2026-02-04T16:42:43.437+00:00,http://creativecommons.org/publicdomain/zero/1.0/legalcode,FALSE,http://n2t.net/ark:/65665/333ff920e-9ecf-410e-bc19-86c1a3e568c3,none,none,586ee56e-b0fe-4dff-b7f9-aeb104f3308a,f34f47db-05bd-4cb7-9d43-691f029b68cc,FALSE,NA,NMNH Extant Biology,WGS84,Amphibia,ECU,none,none,LATIN_AMERICA,Ecuador,NORTH_AMERICA,NA,NA,http://n2t.net/ark:/65665/333ff920e-9ecf-410e-bc19-86c1a3e568c3,NA,"Quito, 3 km SE of, road to Lloa",1318378124,NA,HERP,http://n2t.net/ark:/65665/333ff920e-9ecf-410e-bc19-86c1a3e568c3,NA,NA,USNM 236825,NA,NA,USNM,NA,NA,urn:uuid:cc104cbf-fd8e-4801-9b71-36731a7db1a0,"Atelopus ignescens (Cornalia, 1849)",NA,NA,1,0,NA,Ethanol,urn:lsid:biocol.org:col:34871,01-Feb-59,NA,NA,NA,NA,NA,NA,19615,2023-07-05T15:11:00.000+00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America, Ecuador, Pichincha",NA,"Calle.com (presently fallingrain.com), MaNIS/HerpNET/ORNIS Georeferencing Guidelines",NA,NA,Locality extent = 17,NA,NA,NA,NA,NA,NA,3200 m,"Animalia, Chordata, Vertebrata, Amphibia, Anura, Bufonidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gbif,ECU.19_1,ECU,Ecuador,Pichincha,NA,NA,Provincia,Province,17,EC.PI,EC-P,-78.5,-0.2167
114,1319231057,"Atelopus ignescens (Cornalia, 1849)",osiic,821cc27a-e3bb-4bc5-ac34-89ada245069d,bc092ff0-02e4-11dc-991f-b8a03c50a862,99d66b6c-9087-452f-a9d4-f15f2c2d0e7e,b2ff19b5-d74f-40d2-82f1-ec5db01e8e31,bc092ff0-02e4-11dc-991f-b8a03c50a862,US,EML,2026-02-02T11:12:59.046+00:00,2026-02-04T16:41:44.712+00:00,493,PRESERVED_SPECIMEN,PRESENT,5216669,1,44,131,952,6727,2422265,5216669,5216669,"Atelopus ignescens (Cornalia, 1849)",Animalia,Chordata,Anura,Bufonidae,Atelopus,Atelopus ignescens,Atelopus,ignescens,SPECIES,ACCEPTED,CR,NA,SOUTH_AMERICA,Imbabura,1959,4,20,20/04/1959,110,110,2026-02-04T16:41:44.712+00:00,http://creativecommons.org/publicdomain/zero/1.0/legalcode,FALSE,http://n2t.net/ark:/65665/359be6954-2ca9-48a6-887c-81abb9916d43,none,none,586ee56e-b0fe-4dff-b7f9-aeb104f3308a,f34f47db-05bd-4cb7-9d43-691f029b68cc,FALSE,NA,NMNH Extant Biology,WGS84,Amphibia,ECU,none,none,LATIN_AMERICA,Ecuador,NORTH_AMERICA,NA,NA,http://n2t.net/ark:/65665/359be6954-2ca9-48a6-887c-81abb9916d43,NA,"Otovalo (= Otavalo), ca. 5 km E of",1319231057,NA,HERP,http://n2t.net/ark:/65665/359be6954-2ca9-48a6-887c-81abb9916d43,NA,NA,USNM 236901,NA,NA,USNM,NA,NA,urn:uuid:cc104cbf-fd8e-4801-9b71-36731a7db1a0,"Atelopus ignescens (Cornalia, 1849)",NA,NA,1,NA,NA,Ethanol,urn:lsid:biocol.org:col:34871,20-Apr-59,NA,NA,NA,NA,NA,NA,2294,2023-07-05T15:11:00.000+00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America, Ecuador, Imbabura",NA,"JOG NA17-16 (Ibarra), map 1:250,000, MaNIS/HerpNET/ORNIS Georeferencing Guidelines",NA,NA,Locality extent = 1,NA,NA,NA,NA,NA,NA,NA,"Animalia, Chordata, Vertebrata, Amphibia, Anura, Bufonidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gbif,ECU.11_1,ECU,Ecuador,Imbabura,NA,NA,Provincia,Province,10,EC.IM,EC-I,-78.2425,0.2019
115,1317483660,"Atelopus ignescens (Cornalia, 1849)",osiic,821cc27a-e3bb-4bc5-ac34-89ada245069d,bc092ff0-02e4-11dc-991f-b8a03c50a862,99d66b6c-9087-452f-a9d4-f15f2c2d0e7e,b2ff19b5-d74f-40d2-82f1-ec5db01e8e31,bc092ff0-02e4-11dc-991f-b8a03c50a862,US,EML,2026-02-02T11:12:59.046+00:00,2026-02-04T16:41:08.259+00:00,493,PRESERVED_SPECIMEN,PRESENT,5216669,1,44,131,952,6727,2422265,5216669,5216669,"Atelopus ignescens (Cornalia, 1849)",Animalia,Chordata,Anura,Bufonidae,Atelopus,Atelopus ignescens,Atelopus,ignescens,SPECIES,ACCEPTED,CR,NA,SOUTH_AMERICA,Pichincha,1958,11,2,02/11/1958,306,306,2026-02-04T16:41:08.259+00:00,http://creativecommons.org/publicdomain/zero/1.0/legalcode,FALSE,http://n2t.net/ark:/65665/30c76028f-0e71-4cb0-ad98-6a9b9404a60c,none,none,586ee56e-b0fe-4dff-b7f9-aeb104f3308a,f34f47db-05bd-4cb7-9d43-691f029b68cc,FALSE,NA,NMNH Extant Biology,WGS84,Amphibia,ECU,none,none,LATIN_AMERICA,Ecuador,NORTH_AMERICA,NA,NA,http://n2t.net/ark:/65665/30c76028f-0e71-4cb0-ad98-6a9b9404a60c,NA,Machachi,1317483660,NA,HERP,http://n2t.net/ark:/65665/30c76028f-0e71-4cb0-ad98-6a9b9404a60c,NA,NA,USNM 236833,NA,NA,USNM,NA,NA,urn:uuid:cc104cbf-fd8e-4801-9b71-36731a7db1a0,"Atelopus ignescens (Cornalia, 1849)",NA,NA,1,NA,NA,Ethanol,urn:lsid:biocol.org:col:34871,02-Nov-58,NA,NA,NA,NA,NA,NA,3615,2023-07-05T15:11:00.000+00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America, Ecuador, Pichincha",NA,"Calle.com (presently fallingrain.com), MaNIS/HerpNET/ORNIS Georeferencing Guidelines",NA,NA,Locality extent = 1,NA,NA,NA,NA,NA,NA,NA,"Animalia, Chordata, Vertebrata, Amphibia, Anura, Bufonidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gbif,ECU.19_1,ECU,Ecuador,Pichincha,NA,NA,Provincia,Province,17,EC.PI,EC-P,-78.5667,-0.5
116,1317415623,"Atelopus ignescens (Cornalia, 1849)",osiic,821cc27a-e3bb-4bc5-ac34-89ada245069d,bc092ff0-02e4-11dc-991f-b8a03c50a862,99d66b6c-9087-452f-a9d4-f15f2c2d0e7e,b2ff19b5-d74f-40d2-82f1-ec5db01e8e31,bc092ff0-02e4-11dc-991f-b8a03c50a862,US,EML,2026-02-02T11:12:59.046+00:00,2026-02-04T16:44:22.188+00:00,493,PRESERVED_SPECIMEN,PRESENT,5216669,1,44,131,952,6727,2422265,5216669,5216669,"Atelopus ignescens (Cornalia, 1849)",Animalia,Chordata,Anura,Bufonidae,Atelopus,Atelopus ignescens,Atelopus,ignescens,SPECIES,ACCEPTED,CR,NA,SOUTH_AMERICA,Cotopaxi Province,1958,12,31,31/12/1958,365,365,2026-02-04T16:44:22.188+00:00,http://creativecommons.org/publicdomain/zero/1.0/legalcode,FALSE,http://n2t.net/ark:/65665/3096f572c-ede7-445c-b728-f87415b9c2b8,none,none,586ee56e-b0fe-4dff-b7f9-aeb104f3308a,f34f47db-05bd-4cb7-9d43-691f029b68cc,FALSE,NA,NMNH Extant Biology,WGS84,Amphibia,ECU,none,none,LATIN_AMERICA,Ecuador,NORTH_AMERICA,NA,NA,http://n2t.net/ark:/65665/3096f572c-ede7-445c-b728-f87415b9c2b8,NA,"Lasso, 5 km N of, on Panamerican Highway",1317415623,NA,HERP,http://n2t.net/ark:/65665/3096f572c-ede7-445c-b728-f87415b9c2b8,NA,NA,USNM 236925,NA,NA,USNM,NA,NA,urn:uuid:cc104cbf-fd8e-4801-9b71-36731a7db1a0,"Atelopus ignescens (Cornalia, 1849)",NA,NA,1,NA,NA,Ethanol,urn:lsid:biocol.org:col:34871,31-Dec-58,NA,NA,NA,NA,NA,NA,8629,2023-07-05T15:12:00.000+00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America, Ecuador, Cotopaxi Province",NA,"Alexandria Digital Library, MaNIS/HerpNET/ORNIS Georeferencing Guidelines",NA,NA,Locality extent = 2.4,NA,NA,NA,NA,NA,NA,NA,"Animalia, Chordata, Vertebrata, Amphibia, Anura, Bufonidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gbif,ECU.6_1,ECU,Ecuador,Cotopaxi,NA,NA,Provincia,Province,5,EC.CT,EC-X,-78.6,-0.70478
117,1317336522,"Atelopus ignescens (Cornalia, 1849)",osiic,821cc27a-e3bb-4bc5-ac34-89ada245069d,bc092ff0-02e4-11dc-991f-b8a03c50a862,99d66b6c-9087-452f-a9d4-f15f2c2d0e7e,b2ff19b5-d74f-40d2-82f1-ec5db01e8e31,bc092ff0-02e4-11dc-991f-b8a03c50a862,US,EML,2026-02-02T11:12:59.046+00:00,2026-02-04T16:44:34.724+00:00,493,PRESERVED_SPECIMEN,PRESENT,5216669,1,44,131,952,6727,2422265,5216669,5216669,"Atelopus ignescens (Cornalia, 1849)",Animalia,Chordata,Anura,Bufonidae,Atelopus,Atelopus ignescens,Atelopus,ignescens,SPECIES,ACCEPTED,CR,2957,SOUTH_AMERICA,Cotopaxi Province,1954,6,14,14/06/1954,165,165,2026-02-04T16:44:34.724+00:00,http://creativecommons.org/publicdomain/zero/1.0/legalcode,FALSE,http://n2t.net/ark:/65665/305ec6441-f71b-4d6f-a19c-b511716d99ef,none,none,586ee56e-b0fe-4dff-b7f9-aeb104f3308a,f34f47db-05bd-4cb7-9d43-691f029b68cc,FALSE,NA,NMNH Extant Biology,WGS84,Amphibia,ECU,none,none,LATIN_AMERICA,Ecuador,NORTH_AMERICA,NA,NA,http://n2t.net/ark:/65665/305ec6441-f71b-4d6f-a19c-b511716d99ef,NA,"Lasso, 2 km SE of, at Río Cotuchi",1317336522,NA,HERP,http://n2t.net/ark:/65665/305ec6441-f71b-4d6f-a19c-b511716d99ef,NA,NA,USNM 236920,NA,NA,USNM,NA,NA,urn:uuid:cc104cbf-fd8e-4801-9b71-36731a7db1a0,"Atelopus ignescens (Cornalia, 1849)",NA,NA,1,0,NA,Ethanol,urn:lsid:biocol.org:col:34871,14-Jun-54,NA,NA,NA,NA,NA,NA,6249,2023-07-05T15:12:00.000+00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America, Ecuador, Cotopaxi Province",NA,"Alexandria Digital Library, MaNIS/HerpNET/ORNIS Georeferencing Guidelines",NA,NA,Locality extent = 2.4,NA,NA,NA,NA,NA,NA,9700 ft,"Animalia, Chordata, Vertebrata, Amphibia, Anura, Bufonidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gbif,ECU.6_1,ECU,Ecuador,Cotopaxi,NA,NA,Provincia,Province,5,EC.CT,EC-X,-78.5873,-0.76279
118,1317521096,"Atelopus ignescens (Cornalia, 1849)","gass84,gdativ,osiic",821cc27a-e3bb-4bc5-ac34-89ada245069d,bc092ff0-02e4-11dc-991f-b8a03c50a862,99d66b6c-9087-452f-a9d4-f15f2c2d0e7e,b2ff19b5-d74f-40d2-82f1-ec5db01e8e31,bc092ff0-02e4-11dc-991f-b8a03c50a862,US,EML,2026-02-02T11:12:59.046+00:00,2026-02-04T16:43:58.203+00:00,493,PRESERVED_SPECIMEN,PRESENT,5216669,1,44,131,952,6727,2422265,5216669,5216669,"Atelopus ignescens (Cornalia, 1849)",Animalia,Chordata,Anura,Bufonidae,Atelopus,Atelopus ignescens,Atelopus,ignescens,SPECIES,ACCEPTED,CR,3170,SOUTH_AMERICA,Chimborazo Province,1954,6,14,14/06/1954,165,165,2026-02-04T16:43:58.203+00:00,http://creativecommons.org/publicdomain/zero/1.0/legalcode,FALSE,http://n2t.net/ark:/65665/30e1c3c5e-d2a8-4420-8129-ed43ebf5989e,none,none,586ee56e-b0fe-4dff-b7f9-aeb104f3308a,f34f47db-05bd-4cb7-9d43-691f029b68cc,FALSE,NA,NMNH Extant Biology,WGS84,Amphibia,ECU,none,none,LATIN_AMERICA,Ecuador,NORTH_AMERICA,NA,NA,http://n2t.net/ark:/65665/30e1c3c5e-d2a8-4420-8129-ed43ebf5989e,NA,"Ríobamba, 7 km W of, Río Chibunga, near Panamerican Highway",1317521096,NA,HERP,http://n2t.net/ark:/65665/30e1c3c5e-d2a8-4420-8129-ed43ebf5989e,NA,NA,USNM 236843,NA,NA,USNM,NA,NA,urn:uuid:cc104cbf-fd8e-4801-9b71-36731a7db1a0,"Atelopus ignescens (Cornalia, 1849)",NA,NA,1,0,NA,Ethanol,urn:lsid:biocol.org:col:34871,14-Jun-54,NA,NA,NA,NA,NA,NA,6615,2023-07-05T15:11:00.000+00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America, Ecuador, Chimborazo Province",NA,"Mapa Geografico del Ecuador 1:500,000; IGM Ecuador, MaNIS/HerpNET/ORNIS Georeferencing Guidelines",NA,NA,Locality extent = 2.5,NA,NA,NA,NA,NA,NA,10400 ft,"Animalia, Chordata, Vertebrata, Amphibia, Anura, Bufonidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gbif,ECU.5_1,ECU,Ecuador,Chimborazo,NA,NA,Provincia,Province,6,EC.CB,EC-H,-78.7167,-1.63333
119,1317634411,"Atelopus ignescens (Cornalia, 1849)","gass84,gdativ,osiic",821cc27a-e3bb-4bc5-ac34-89ada245069d,bc092ff0-02e4-11dc-991f-b8a03c50a862,99d66b6c-9087-452f-a9d4-f15f2c2d0e7e,b2ff19b5-d74f-40d2-82f1-ec5db01e8e31,bc092ff0-02e4-11dc-991f-b8a03c50a862,US,EML,2026-02-02T11:12:59.046+00:00,2026-02-04T16:41:13.137+00:00,493,PRESERVED_SPECIMEN,PRESENT,5216669,1,44,131,952,6727,2422265,5216669,5216669,"Atelopus ignescens (Cornalia, 1849)",Animalia,Chordata,Anura,Bufonidae,Atelopus,Atelopus ignescens,Atelopus,ignescens,SPECIES,ACCEPTED,CR,3810,SOUTH_AMERICA,Chimborazo Province,1954,6,15,15/06/1954,166,166,2026-02-04T16:41:13.137+00:00,http://creativecommons.org/publicdomain/zero/1.0/legalcode,FALSE,http://n2t.net/ark:/65665/3131c26b3-3f84-46ae-bc07-637d96e251ef,none,none,586ee56e-b0fe-4dff-b7f9-aeb104f3308a,f34f47db-05bd-4cb7-9d43-691f029b68cc,FALSE,NA,NMNH Extant Biology,WGS84,Amphibia,ECU,none,none,LATIN_AMERICA,Ecuador,NORTH_AMERICA,NA,NA,http://n2t.net/ark:/65665/3131c26b3-3f84-46ae-bc07-637d96e251ef,NA,"Guaranda, 20 km (airline) E of, on road from Riobamba to Guaranda",1317634411,NA,HERP,http://n2t.net/ark:/65665/3131c26b3-3f84-46ae-bc07-637d96e251ef,NA,NA,USNM 236840,NA,NA,USNM,NA,NA,urn:uuid:cc104cbf-fd8e-4801-9b71-36731a7db1a0,"Atelopus ignescens (Cornalia, 1849)",NA,NA,1,0,NA,Ethanol,urn:lsid:biocol.org:col:34871,15-Jun-54,NA,NA,NA,NA,NA,NA,19302,2022-12-02T12:54:00.000+00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America, Ecuador, Chimborazo Province",NA,"Mapa Geografico del Ecuador 1:500,000; IGM Ecuador, MaNIS/HerpNET/ORNIS Georeferencing Guidelines",NA,NA,Locality extent = 2.5,NA,NA,NA,NA,NA,NA,12500 ft,"Animalia, Chordata, Vertebrata, Amphibia, Anura, Bufonidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gbif,ECU.5_1,ECU,Ecuador,Chimborazo,NA,NA,Provincia,Province,6,EC.CB,EC-H,-78.8203,-1.6
120,1318540369,"Atelopus ignescens (Cornalia, 1849)","gass84,gdativ,osiic",821cc27a-e3bb-4bc5-ac34-89ada245069d,bc092ff0-02e4-11dc-991f-b8a03c50a862,99d66b6c-9087-452f-a9d4-f15f2c2d0e7e,b2ff19b5-d74f-40d2-82f1-ec5db01e8e31,bc092ff0-02e4-11dc-991f-b8a03c50a862,US,EML,2026-02-02T11:12:59.046+00:00,2026-02-04T16:44:36.313+00:00,493,PRESERVED_SPECIMEN,PRESENT,5216669,1,44,131,952,6727,2422265,5216669,5216669,"Atelopus ignescens (Cornalia, 1849)",Animalia,Chordata,Anura,Bufonidae,Atelopus,Atelopus ignescens,Atelopus,ignescens,SPECIES,ACCEPTED,CR,3962,SOUTH_AMERICA,Chimborazo Province,1954,6,15,15/06/1954,166,166,2026-02-04T16:44:36.313+00:00,http://creativecommons.org/publicdomain/zero/1.0/legalcode,FALSE,http://n2t.net/ark:/65665/33b2b1b10-090d-4b71-aac1-29eea8794ad7,none,none,586ee56e-b0fe-4dff-b7f9-aeb104f3308a,f34f47db-05bd-4cb7-9d43-691f029b68cc,FALSE,NA,NMNH Extant Biology,WGS84,Amphibia,ECU,none,none,LATIN_AMERICA,Ecuador,NORTH_AMERICA,NA,NA,http://n2t.net/ark:/65665/33b2b1b10-090d-4b71-aac1-29eea8794ad7,NA,"Guaranda, 22 km (airline) E of, paramo near road from Riobamba to Guaranda, at road's highest point",1318540369,NA,HERP,http://n2t.net/ark:/65665/33b2b1b10-090d-4b71-aac1-29eea8794ad7,NA,NA,USNM 236841,NA,NA,USNM,NA,NA,urn:uuid:cc104cbf-fd8e-4801-9b71-36731a7db1a0,"Atelopus ignescens (Cornalia, 1849)",NA,NA,1,0,NA,Ethanol,urn:lsid:biocol.org:col:34871,15-Jun-54,NA,NA,NA,NA,NA,NA,21351,2023-07-05T15:11:00.000+00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America, Ecuador, Chimborazo Province",NA,"Mapa Geografico del Ecuador 1:500,000; IGM Ecuador, MaNIS/HerpNET/ORNIS Georeferencing Guidelines",NA,NA,Locality extent = 2.5,NA,NA,NA,NA,NA,NA,13000 ft,"Animalia, Chordata, Vertebrata, Amphibia, Anura, Bufonidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gbif,ECU.5_1,ECU,Ecuador,Chimborazo,NA,NA,Provincia,Province,6,EC.CB,EC-H,-78.8023,-1.6
121,1317240454,"Atelopus ignescens (Cornalia, 1849)",osiic,821cc27a-e3bb-4bc5-ac34-89ada245069d,bc092ff0-02e4-11dc-991f-b8a03c50a862,99d66b6c-9087-452f-a9d4-f15f2c2d0e7e,b2ff19b5-d74f-40d2-82f1-ec5db01e8e31,bc092ff0-02e4-11dc-991f-b8a03c50a862,US,EML,2026-02-02T11:12:59.046+00:00,2026-02-04T16:44:29.825+00:00,493,PRESERVED_SPECIMEN,PRESENT,5216669,1,44,131,952,6727,2422265,5216669,5216669,"Atelopus ignescens (Cornalia, 1849)",Animalia,Chordata,Anura,Bufonidae,Atelopus,Atelopus ignescens,Atelopus,ignescens,SPECIES,ACCEPTED,CR,2900,SOUTH_AMERICA,Imbabura,1954,7,28,28/07/1954,209,209,2026-02-04T16:44:29.825+00:00,http://creativecommons.org/publicdomain/zero/1.0/legalcode,FALSE,http://n2t.net/ark:/65665/301ad85c7-2ef6-4d30-9255-156287738f5f,none,none,586ee56e-b0fe-4dff-b7f9-aeb104f3308a,f34f47db-05bd-4cb7-9d43-691f029b68cc,FALSE,NA,NMNH Extant Biology,WGS84,Amphibia,ECU,none,none,LATIN_AMERICA,Ecuador,NORTH_AMERICA,NA,NA,http://n2t.net/ark:/65665/301ad85c7-2ef6-4d30-9255-156287738f5f,NA,"Odovalo (= Otavalo), 5 km SE of, Lago San Pablo",1317240454,NA,HERP,http://n2t.net/ark:/65665/301ad85c7-2ef6-4d30-9255-156287738f5f,NA,NA,USNM 236892,NA,NA,USNM,NA,NA,urn:uuid:cc104cbf-fd8e-4801-9b71-36731a7db1a0,"Atelopus ignescens (Cornalia, 1849)",NA,NA,1,0,NA,Ethanol,urn:lsid:biocol.org:col:34871,28-Jul-54,NA,NA,NA,NA,NA,NA,2294,2023-07-05T15:11:00.000+00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America, Ecuador, Imbabura",NA,"JOG NA17-16 (Ibarra), map 1:250,000, MaNIS/HerpNET/ORNIS Georeferencing Guidelines",NA,NA,Locality extent = 1,NA,NA,NA,NA,NA,NA,2900 m,"Animalia, Chordata, Vertebrata, Amphibia, Anura, Bufonidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gbif,ECU.11_1,ECU,Ecuador,Imbabura,NA,NA,Provincia,Province,10,EC.IM,EC-I,-78.2425,0.201944
122,543692977,"Atelopus ignescens (Cornalia, 1849)","cdround,gass84,gdativ",cece4fc2-1fec-4bb5-a335-7252548e3f0b,66522820-055c-11d8-b84e-b8a03c50a862,99d66b6c-9087-452f-a9d4-f15f2c2d0e7e,a43950ae-eb88-4ef4-bfff-43bcf12885ad,66522820-055c-11d8-b84e-b8a03c50a862,US,EML,2025-11-18T14:08:07.036+00:00,2025-11-25T14:49:30.063+00:00,431,PRESERVED_SPECIMEN,PRESENT,5216669,1,44,131,952,6727,2422265,5216669,5216669,"Atelopus ignescens (Cornalia, 1849)",Animalia,Chordata,Anura,Bufonidae,Atelopus,Atelopus ignescens,Atelopus,ignescens,SPECIES,ACCEPTED,CR,4000,SOUTH_AMERICA,Pichincha Prov.,1950,8,25,25/08/1950,237,237,2025-11-25T14:49:30.063+00:00,http://creativecommons.org/publicdomain/zero/1.0/legalcode,FALSE,urn:catalog:CAS:SUA:10629,none,none,d2a27206-87ab-47ea-b5fc-d2e57054b688,ba09c323-3cf8-4e82-900f-23f2bdb46f17,FALSE,NA,NA,WGS84,Amphibia,ECU,none,none,LATIN_AMERICA,Ecuador,NORTH_AMERICA,NA,FQ-7,urn:catalog:CAS:SUA:10629,NA,W side of Pichincha,543692977,NA,SUA,urn:catalog:CAS:SUA:10629,NA,NA,10629,NA,NA,CAS,NA,NA,http://grscicoll.org/institutional-collection/herpetology-0,"Atelopus ignescens (Cornalia, 1849)",NA,NA,NA,NA,J.W. Funkhouser and R. Blomberg,Alcohol,http://grbio.org/institution/california-academy-sciences,25-Aug-50,NA,NA,DMS,NA,NA,1951-08-01T00:00:00,8294,2024-01-04T14:21:00.000+00:00,NA,J.W. Funkhouser,NA,NA,"ca. 4000 m., west side of Pichincha, Prov. de Pichincha, Ecuador",NA,NA,NA,NA,NA,NA,NA,NA,South America; Ecuador; Pichincha Prov.,NA,NA,NA,"Map SA17-4 (Quito) map 1:250,000. IGM Ecuador",NA,NA,NA,NA,NA,NA,NA,ca 4000 m,Animalia; Chordata; Amphibia; Anura; Bufonidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gbif,ECU.19_1,ECU,Ecuador,Pichincha,NA,NA,Provincia,Province,17,EC.PI,EC-P,-78.631944,-0.157778
